Order Date,Order ID,Customer ID,Product,Category,Region,Channel,Units,Revenue,Generation Persona
2024-10-27,ORD-101234,CUS-0080,Premium Set,Premium,New Territories,Marketplace,2,322.55,steady_repeat
2024-10-27,ORD-101350,CUS-0089,Starter Kit,Starter,International,Marketplace,2,129.88,steady_repeat
2024-10-27,ORD-102418,CUS-0236,Starter Kit,Starter,New Territories,Website,1,76.57,lapsed_high_value
2024-10-27,ORD-102513,CUS-0244,Starter Kit,Starter,Kowloon,Website,4,326.28,lapsed_high_value
2024-10-27,ORD-102660,CUS-0280,Starter Kit,Starter,New Territories,Website,1,35.02,inactive_low_value
2024-10-28,ORD-100244,CUS-0015,Refill Pack,Consumables,Kowloon,Website,2,82.32,frequent_recent
2024-10-28,ORD-100501,CUS-0030,Starter Kit,Starter,Hong Kong,Marketplace,2,100.55,frequent_recent
2024-10-28,ORD-100572,CUS-0034,Refill Pack,Consumables,International,Website,3,102.81,frequent_recent
2024-10-28,ORD-100802,CUS-0047,Starter Kit,Starter,Kowloon,Website,3,229.67,frequent_recent
2024-10-28,ORD-100972,CUS-0059,Refill Pack,Consumables,Hong Kong,Mobile App,1,32.31,steady_repeat
2024-10-28,RET-102529,CUS-0245,Everyday Set,Core,International,Return,-1,-174.08,lapsed_high_value
2024-10-29,ORD-102063,CUS-0208,Starter Kit,Starter,New Territories,Marketplace,2,132.39,lapsed_high_value
2024-10-30,ORD-100339,CUS-0021,Everyday Set,Core,Hong Kong,Marketplace,3,544.63,frequent_recent
2024-10-30,ORD-100677,CUS-0040,Starter Kit,Starter,Kowloon,Website,2,143.76,frequent_recent
2024-10-30,ORD-102859,CUS-0325,Starter Kit,Starter,Hong Kong,Website,1,30.32,cooling
2024-10-31,ORD-100146,CUS-0009,Refill Pack,Consumables,New Territories,Mobile App,1,41.69,frequent_recent
2024-10-31,ORD-100197,CUS-0012,Refill Pack,Consumables,New Territories,Website,3,189.11,frequent_recent
2024-10-31,ORD-100429,CUS-0026,Premium Set,Premium,Hong Kong,Mobile App,1,264.89,frequent_recent
2024-10-31,ORD-100769,CUS-0045,Starter Kit,Starter,Kowloon,Website,2,140.61,frequent_recent
2024-10-31,ORD-100910,CUS-0054,Refill Pack,Consumables,Kowloon,Website,4,128.46,steady_repeat
2024-10-31,ORD-101413,CUS-0094,Starter Kit,Starter,Kowloon,Website,3,166.32,steady_repeat
2024-10-31,ORD-101507,CUS-0102,Everyday Set,Core,Kowloon,Marketplace,4,350.9,steady_repeat
2024-10-31,ORD-101990,CUS-0202,Everyday Set,Core,Hong Kong,Marketplace,4,514.18,lapsed_high_value
2024-10-31,ORD-102488,CUS-0242,Refill Pack,Consumables,International,Website,1,42.3,lapsed_high_value
2024-11-01,ORD-100609,CUS-0036,Everyday Set,Core,Hong Kong,Mobile App,3,503.23,frequent_recent
2024-11-01,ORD-100732,CUS-0043,Starter Kit,Starter,Kowloon,Website,3,220.16,frequent_recent
2024-11-01,ORD-101040,CUS-0065,Refill Pack,Consumables,Kowloon,Website,4,158.1,steady_repeat
2024-11-01,ORD-102094,CUS-0211,Starter Kit,Starter,New Territories,Website,1,61.34,lapsed_high_value
2024-11-02,ORD-100641,CUS-0038,Starter Kit,Starter,New Territories,Website,2,191.69,frequent_recent
2024-11-02,ORD-100678,CUS-0040,Premium Set,Premium,Kowloon,Mobile App,1,296.39,frequent_recent
2024-11-02,ORD-100819,CUS-0048,Starter Kit,Starter,International,Website,1,93.66,frequent_recent
2024-11-02,ORD-102184,CUS-0218,Starter Kit,Starter,Hong Kong,Marketplace,4,314.32,lapsed_high_value
2024-11-02,RET-102126,CUS-0213,Everyday Set,Core,International,Return,-1,-107.51,lapsed_high_value
2024-11-03,ORD-100162,CUS-0010,Premium Set,Premium,Kowloon,Marketplace,1,362.93,frequent_recent
2024-11-03,ORD-100198,CUS-0012,Starter Kit,Starter,New Territories,Marketplace,1,99.63,frequent_recent
2024-11-04,ORD-100537,CUS-0032,Starter Kit,Starter,Kowloon,Marketplace,1,72.6,frequent_recent
2024-11-04,ORD-101155,CUS-0074,Refill Pack,Consumables,Hong Kong,Marketplace,3,93.88,steady_repeat
2024-11-04,ORD-102301,CUS-0227,Everyday Set,Core,Kowloon,Mobile App,1,120.31,lapsed_high_value
2024-11-04,ORD-102869,CUS-0326,Starter Kit,Starter,New Territories,Mobile App,4,155.46,cooling
2024-11-05,ORD-100109,CUS-0007,Refill Pack,Consumables,New Territories,Mobile App,2,89.18,frequent_recent
2024-11-05,ORD-100341,CUS-0021,Premium Set,Premium,Hong Kong,Website,1,321.66,frequent_recent
2024-11-05,ORD-100449,CUS-0027,Starter Kit,Starter,Kowloon,Mobile App,4,341.51,frequent_recent
2024-11-05,ORD-100803,CUS-0047,Everyday Set,Core,Kowloon,Marketplace,4,416.12,frequent_recent
2024-11-05,ORD-100991,CUS-0061,Everyday Set,Core,Kowloon,Mobile App,4,409.7,steady_repeat
2024-11-06,ORD-100820,CUS-0048,Starter Kit,Starter,International,Marketplace,2,143.66,frequent_recent
2024-11-06,ORD-101980,CUS-0201,Starter Kit,Starter,Kowloon,Website,1,83.95,lapsed_high_value
2024-11-06,RET-100340,CUS-0021,Everyday Set,Core,Hong Kong,Return,-1,-181.54,frequent_recent
2024-11-07,ORD-100020,CUS-0002,Starter Kit,Starter,Hong Kong,Mobile App,1,80.96,frequent_recent
2024-11-07,ORD-100430,CUS-0026,Refill Pack,Consumables,Hong Kong,Website,3,144.28,frequent_recent
2024-11-07,ORD-100911,CUS-0054,Refill Pack,Consumables,Kowloon,Website,1,37.02,steady_repeat
2024-11-07,ORD-101074,CUS-0068,Refill Pack,Consumables,Kowloon,Mobile App,1,39.85,steady_repeat
2024-11-08,ORD-100033,CUS-0003,Refill Pack,Consumables,New Territories,Mobile App,1,38.15,frequent_recent
2024-11-08,ORD-100660,CUS-0039,Everyday Set,Core,Hong Kong,Website,1,146.71,frequent_recent
2024-11-08,ORD-100992,CUS-0061,Everyday Set,Core,Kowloon,Website,1,97.42,steady_repeat
2024-11-08,ORD-101423,CUS-0095,Everyday Set,Core,Hong Kong,Website,3,336.25,steady_repeat
2024-11-08,ORD-102544,CUS-0246,Everyday Set,Core,International,Website,1,101.19,lapsed_high_value
2024-11-09,ORD-100588,CUS-0035,Everyday Set,Core,Hong Kong,Mobile App,1,187.75,frequent_recent
2024-11-09,ORD-100752,CUS-0044,Starter Kit,Starter,Hong Kong,Mobile App,1,62.59,frequent_recent
2024-11-09,ORD-102419,CUS-0236,Refill Pack,Consumables,New Territories,Website,2,95.15,lapsed_high_value
2024-11-09,ORD-102545,CUS-0246,Refill Pack,Consumables,International,Website,4,133.07,lapsed_high_value
2024-11-10,ORD-100180,CUS-0011,Everyday Set,Core,New Territories,Website,4,705.02,frequent_recent
2024-11-10,ORD-100300,CUS-0019,Everyday Set,Core,Kowloon,Mobile App,1,168.97,frequent_recent
2024-11-10,ORD-100573,CUS-0034,Premium Set,Premium,International,Website,1,263.49,frequent_recent
2024-11-10,ORD-102591,CUS-0250,Starter Kit,Starter,New Territories,Marketplace,3,225.43,lapsed_high_value
2024-11-10,ORD-102828,CUS-0320,Everyday Set,Core,Hong Kong,Website,2,191.5,cooling
2024-11-11,ORD-100450,CUS-0027,Refill Pack,Consumables,Kowloon,Mobile App,1,57.75,frequent_recent
2024-11-11,ORD-100538,CUS-0032,Refill Pack,Consumables,Kowloon,Website,4,188.41,frequent_recent
2024-11-11,ORD-100661,CUS-0039,Starter Kit,Starter,Hong Kong,Website,4,308.41,frequent_recent
2024-11-11,ORD-101099,CUS-0070,Everyday Set,Core,Hong Kong,Website,1,97.55,steady_repeat
2024-11-11,ORD-101208,CUS-0078,Starter Kit,Starter,Hong Kong,Website,1,65.65,steady_repeat
2024-11-11,ORD-101519,CUS-0103,Starter Kit,Starter,Kowloon,Website,2,87.34,steady_repeat
2024-11-11,ORD-101611,CUS-0110,Starter Kit,Starter,International,Website,2,82.72,steady_repeat
2024-11-11,ORD-102038,CUS-0206,Refill Pack,Consumables,New Territories,Website,4,177.33,lapsed_high_value
2024-11-11,ORD-102592,CUS-0250,Refill Pack,Consumables,New Territories,Website,4,162.62,lapsed_high_value
2024-11-11,ORD-102775,CUS-0310,Refill Pack,Consumables,New Territories,Website,1,18.58,cooling
2024-11-12,ORD-100199,CUS-0012,Starter Kit,Starter,New Territories,Mobile App,1,97.42,frequent_recent
2024-11-12,ORD-101002,CUS-0062,Everyday Set,Core,Kowloon,Marketplace,2,175.49,steady_repeat
2024-11-12,ORD-101319,CUS-0087,Everyday Set,Core,Hong Kong,Mobile App,2,168.45,steady_repeat
2024-11-12,ORD-102095,CUS-0211,Starter Kit,Starter,New Territories,Website,4,256.49,lapsed_high_value
2024-11-12,ORD-102127,CUS-0213,Everyday Set,Core,International,Website,1,112.5,lapsed_high_value
2024-11-12,RET-100342,CUS-0021,Premium Set,Premium,Hong Kong,Return,-1,-321.66,frequent_recent
2024-11-13,ORD-100733,CUS-0043,Everyday Set,Core,Kowloon,Website,4,478.8,frequent_recent
2024-11-13,ORD-100783,CUS-0046,Everyday Set,Core,International,Website,4,542.18,frequent_recent
2024-11-13,ORD-100919,CUS-0055,Premium Set,Premium,International,Marketplace,3,658.38,steady_repeat
2024-11-13,ORD-101061,CUS-0067,Starter Kit,Starter,Kowloon,Website,1,55.51,steady_repeat
2024-11-13,ORD-102201,CUS-0219,Refill Pack,Consumables,New Territories,Marketplace,4,173.53,lapsed_high_value
2024-11-13,ORD-102251,CUS-0223,Refill Pack,Consumables,New Territories,Website,3,122.18,lapsed_high_value
2024-11-13,ORD-102820,CUS-0318,Everyday Set,Core,Hong Kong,Website,2,171.54,cooling
2024-11-14,ORD-100301,CUS-0019,Starter Kit,Starter,Kowloon,Marketplace,3,228.64,frequent_recent
2024-11-14,ORD-101003,CUS-0062,Refill Pack,Consumables,Kowloon,Website,4,122.24,steady_repeat
2024-11-14,ORD-101062,CUS-0067,Everyday Set,Core,Kowloon,Website,3,316.35,steady_repeat
2024-11-14,ORD-101598,CUS-0109,Refill Pack,Consumables,Hong Kong,Website,1,42.76,steady_repeat
2024-11-14,ORD-102030,CUS-0205,Everyday Set,Core,International,Website,1,158.96,lapsed_high_value
2024-11-14,ORD-102720,CUS-0301,Premium Set,Premium,Kowloon,Website,4,549.16,cooling
2024-11-15,ORD-100001,CUS-0001,Refill Pack,Consumables,Hong Kong,Marketplace,2,101.73,frequent_recent
2024-11-15,ORD-100181,CUS-0011,Refill Pack,Consumables,New Territories,Website,3,183.28,frequent_recent
2024-11-15,ORD-100697,CUS-0041,Starter Kit,Starter,Kowloon,Marketplace,3,246.76,frequent_recent
2024-11-15,ORD-101437,CUS-0096,Starter Kit,Starter,Hong Kong,Marketplace,4,190.47,steady_repeat
2024-11-15,ORD-102147,CUS-0215,Refill Pack,Consumables,Hong Kong,Marketplace,4,184.14,lapsed_high_value
2024-11-15,ORD-102266,CUS-0224,Refill Pack,Consumables,Hong Kong,Website,2,105.69,lapsed_high_value
2024-11-15,ORD-102625,CUS-0265,Everyday Set,Core,New Territories,Marketplace,4,196.66,inactive_low_value
2024-11-16,ORD-100431,CUS-0026,Starter Kit,Starter,Hong Kong,Marketplace,2,117.35,frequent_recent
2024-11-16,ORD-100484,CUS-0029,Refill Pack,Consumables,Hong Kong,Website,2,90.37,frequent_recent
2024-11-16,ORD-101140,CUS-0073,Starter Kit,Starter,Hong Kong,Marketplace,2,102.0,steady_repeat
2024-11-16,ORD-102879,CUS-0328,Everyday Set,Core,Kowloon,Website,1,79.33,cooling
2024-11-17,ORD-100021,CUS-0002,Everyday Set,Core,Hong Kong,Marketplace,1,188.27,frequent_recent
2024-11-17,ORD-100432,CUS-0026,Refill Pack,Consumables,Hong Kong,Website,1,43.12,frequent_recent
2024-11-17,ORD-100539,CUS-0032,Everyday Set,Core,Kowloon,Mobile App,4,582.53,frequent_recent
2024-11-17,ORD-100679,CUS-0040,Refill Pack,Consumables,Kowloon,Marketplace,2,93.15,frequent_recent
2024-11-17,ORD-101391,CUS-0092,Starter Kit,Starter,International,Website,1,54.24,steady_repeat
2024-11-17,ORD-101534,CUS-0104,Everyday Set,Core,Hong Kong,Website,1,87.38,steady_repeat
2024-11-18,ORD-100392,CUS-0024,Refill Pack,Consumables,Hong Kong,Website,4,198.98,frequent_recent
2024-11-18,ORD-102267,CUS-0224,Everyday Set,Core,Hong Kong,Website,3,463.3,lapsed_high_value
2024-11-18,ORD-102396,CUS-0234,Refill Pack,Consumables,New Territories,Mobile App,4,145.76,lapsed_high_value
2024-11-19,ORD-100662,CUS-0039,Refill Pack,Consumables,Hong Kong,Website,2,115.9,frequent_recent
2024-11-19,ORD-102014,CUS-0204,Everyday Set,Core,Kowloon,Website,3,301.34,lapsed_high_value
2024-11-19,RET-100200,CUS-0012,Starter Kit,Starter,New Territories,Return,-1,-97.42,frequent_recent
2024-11-19,RET-101320,CUS-0087,Everyday Set,Core,Hong Kong,Return,-1,-84.22,steady_repeat
2024-11-20,ORD-100245,CUS-0015,Everyday Set,Core,Kowloon,Marketplace,2,237.77,frequent_recent
2024-11-20,ORD-101063,CUS-0067,Starter Kit,Starter,Kowloon,Mobile App,1,55.04,steady_repeat
2024-11-20,ORD-101181,CUS-0076,Refill Pack,Consumables,International,Marketplace,1,28.99,steady_repeat
2024-11-20,ORD-101294,CUS-0085,Starter Kit,Starter,Hong Kong,Mobile App,4,163.17,steady_repeat
2024-11-20,ORD-101376,CUS-0091,Everyday Set,Core,New Territories,Mobile App,2,235.1,steady_repeat
2024-11-20,ORD-102489,CUS-0242,Starter Kit,Starter,International,Mobile App,1,72.79,lapsed_high_value
2024-11-20,RET-100734,CUS-0043,Everyday Set,Core,Kowloon,Return,-1,-119.7,frequent_recent
2024-11-21,ORD-100246,CUS-0015,Everyday Set,Core,Kowloon,Website,3,413.24,frequent_recent
2024-11-21,ORD-101004,CUS-0062,Starter Kit,Starter,Kowloon,Website,1,45.12,steady_repeat
2024-11-21,ORD-102318,CUS-0228,Starter Kit,Starter,New Territories,Marketplace,4,306.24,lapsed_high_value
2024-11-21,ORD-102630,CUS-0267,Premium Set,Premium,New Territories,Website,3,378.53,inactive_low_value
2024-11-22,ORD-100256,CUS-0016,Premium Set,Premium,New Territories,Marketplace,2,600.57,frequent_recent
2024-11-22,ORD-100735,CUS-0043,Starter Kit,Starter,Kowloon,Mobile App,4,271.37,frequent_recent
2024-11-22,ORD-100784,CUS-0046,Everyday Set,Core,International,Marketplace,3,425.06,frequent_recent
2024-11-22,ORD-101209,CUS-0078,Refill Pack,Consumables,Hong Kong,Marketplace,2,83.74,steady_repeat
2024-11-22,ORD-101272,CUS-0083,Starter Kit,Starter,New Territories,Website,4,217.2,steady_repeat
2024-11-22,ORD-102501,CUS-0243,Starter Kit,Starter,Kowloon,Marketplace,2,162.93,lapsed_high_value
2024-11-22,ORD-102788,CUS-0312,Everyday Set,Core,Hong Kong,Website,1,67.3,cooling
2024-11-22,ORD-102829,CUS-0320,Refill Pack,Consumables,Hong Kong,Marketplace,3,88.46,cooling
2024-11-22,RET-100698,CUS-0041,Starter Kit,Starter,Kowloon,Return,-1,-82.25,frequent_recent
2024-11-23,ORD-101461,CUS-0098,Everyday Set,Core,New Territories,Mobile App,3,318.59,steady_repeat
2024-11-23,ORD-102104,CUS-0212,Premium Set,Premium,Kowloon,Website,3,840.66,lapsed_high_value
2024-11-23,ORD-102342,CUS-0230,Everyday Set,Core,Kowloon,Website,2,288.97,lapsed_high_value
2024-11-23,ORD-102461,CUS-0240,Everyday Set,Core,Kowloon,Marketplace,4,633.6,lapsed_high_value
2024-11-24,ORD-100540,CUS-0032,Premium Set,Premium,Kowloon,Website,4,1230.54,frequent_recent
2024-11-24,ORD-100920,CUS-0055,Starter Kit,Starter,International,Website,4,218.11,steady_repeat
2024-11-24,ORD-102370,CUS-0232,Premium Set,Premium,Hong Kong,Mobile App,3,865.82,lapsed_high_value
2024-11-24,ORD-102749,CUS-0306,Starter Kit,Starter,New Territories,Mobile App,1,46.76,cooling
2024-11-25,ORD-100433,CUS-0026,Everyday Set,Core,Hong Kong,Website,2,234.65,frequent_recent
2024-11-25,ORD-101351,CUS-0089,Refill Pack,Consumables,International,Website,1,33.82,steady_repeat
2024-11-26,ORD-101075,CUS-0068,Refill Pack,Consumables,Kowloon,Website,3,109.37,steady_repeat
2024-11-26,ORD-101363,CUS-0090,Everyday Set,Core,New Territories,Marketplace,4,393.23,steady_repeat
2024-11-27,ORD-100163,CUS-0010,Everyday Set,Core,Kowloon,Mobile App,3,574.7,frequent_recent
2024-11-27,ORD-100520,CUS-0031,Refill Pack,Consumables,New Territories,Website,4,155.39,frequent_recent
2024-11-27,ORD-100541,CUS-0032,Refill Pack,Consumables,Kowloon,Website,3,137.03,frequent_recent
2024-11-27,ORD-100934,CUS-0056,Premium Set,Premium,Hong Kong,Website,2,420.75,steady_repeat
2024-11-27,RET-101182,CUS-0076,Refill Pack,Consumables,International,Return,-1,-28.99,steady_repeat
2024-11-28,ORD-100973,CUS-0059,Everyday Set,Core,Hong Kong,Website,2,198.69,steady_repeat
2024-11-28,ORD-101462,CUS-0098,Everyday Set,Core,New Territories,Marketplace,1,111.42,steady_repeat
2024-11-28,ORD-102278,CUS-0225,Everyday Set,Core,Hong Kong,Marketplace,2,246.75,lapsed_high_value
2024-11-28,ORD-102452,CUS-0239,Everyday Set,Core,Hong Kong,Marketplace,4,736.76,lapsed_high_value
2024-11-28,ORD-102766,CUS-0309,Everyday Set,Core,Hong Kong,Website,2,202.86,cooling
2024-11-29,ORD-100182,CUS-0011,Refill Pack,Consumables,New Territories,Marketplace,3,169.83,frequent_recent
2024-11-29,ORD-100461,CUS-0028,Refill Pack,Consumables,Kowloon,Marketplace,2,95.84,frequent_recent
2024-11-29,ORD-100610,CUS-0036,Refill Pack,Consumables,Hong Kong,Website,2,113.83,frequent_recent
2024-11-29,ORD-100785,CUS-0046,Starter Kit,Starter,International,Website,3,216.73,frequent_recent
2024-11-29,ORD-100912,CUS-0054,Refill Pack,Consumables,Kowloon,Marketplace,3,128.36,steady_repeat
2024-11-29,ORD-101219,CUS-0079,Everyday Set,Core,New Territories,Website,4,401.66,steady_repeat
2024-11-29,ORD-101249,CUS-0081,Premium Set,Premium,Kowloon,Marketplace,1,198.83,steady_repeat
2024-11-29,ORD-102442,CUS-0238,Starter Kit,Starter,New Territories,Mobile App,1,54.63,lapsed_high_value
2024-11-30,ORD-100090,CUS-0006,Starter Kit,Starter,Hong Kong,Marketplace,3,248.22,frequent_recent
2024-11-30,ORD-100287,CUS-0018,Starter Kit,Starter,International,Website,4,337.5,frequent_recent
2024-11-30,ORD-101028,CUS-0064,Starter Kit,Starter,Hong Kong,Website,4,203.37,steady_repeat
2024-11-30,ORD-101414,CUS-0094,Everyday Set,Core,Kowloon,Website,2,241.91,steady_repeat
2024-11-30,ORD-101546,CUS-0105,Everyday Set,Core,Kowloon,Website,1,85.72,steady_repeat
2024-11-30,ORD-101574,CUS-0107,Starter Kit,Starter,Hong Kong,Marketplace,4,223.87,steady_repeat
2024-11-30,ORD-102252,CUS-0223,Premium Set,Premium,New Territories,Website,2,424.81,lapsed_high_value
2024-12-01,ORD-100714,CUS-0042,Premium Set,Premium,New Territories,Website,4,1107.03,frequent_recent
2024-12-01,ORD-100974,CUS-0059,Everyday Set,Core,Hong Kong,Website,4,353.51,steady_repeat
2024-12-01,ORD-101088,CUS-0069,Everyday Set,Core,Kowloon,Mobile App,1,128.96,steady_repeat
2024-12-01,ORD-101141,CUS-0073,Starter Kit,Starter,Hong Kong,Mobile App,3,115.18,steady_repeat
2024-12-01,ORD-101220,CUS-0079,Everyday Set,Core,New Territories,Website,2,158.12,steady_repeat
2024-12-01,ORD-101352,CUS-0089,Premium Set,Premium,International,Mobile App,3,770.01,steady_repeat
2024-12-01,ORD-101484,CUS-0100,Starter Kit,Starter,New Territories,Website,4,176.58,steady_repeat
2024-12-01,ORD-102039,CUS-0206,Everyday Set,Core,New Territories,Marketplace,1,134.2,lapsed_high_value
2024-12-01,ORD-102202,CUS-0219,Everyday Set,Core,New Territories,Website,3,347.54,lapsed_high_value
2024-12-01,ORD-102546,CUS-0246,Refill Pack,Consumables,International,Marketplace,3,97.94,lapsed_high_value
2024-12-02,ORD-100753,CUS-0044,Starter Kit,Starter,Hong Kong,Website,1,69.91,frequent_recent
2024-12-02,ORD-100864,CUS-0051,Everyday Set,Core,International,Website,2,329.6,frequent_recent
2024-12-02,ORD-102851,CUS-0324,Starter Kit,Starter,Kowloon,Website,1,36.91,cooling
2024-12-03,ORD-100147,CUS-0009,Premium Set,Premium,New Territories,Marketplace,1,267.19,frequent_recent
2024-12-03,ORD-100770,CUS-0045,Starter Kit,Starter,Kowloon,Mobile App,2,152.72,frequent_recent
2024-12-03,ORD-101041,CUS-0065,Everyday Set,Core,Kowloon,Website,3,329.98,steady_repeat
2024-12-03,ORD-101283,CUS-0084,Everyday Set,Core,Hong Kong,Website,3,288.9,steady_repeat
2024-12-03,ORD-102233,CUS-0222,Everyday Set,Core,Hong Kong,Website,1,112.6,lapsed_high_value
2024-12-03,ORD-102409,CUS-0235,Refill Pack,Consumables,New Territories,Mobile App,4,184.43,lapsed_high_value
2024-12-04,ORD-100553,CUS-0033,Refill Pack,Consumables,Hong Kong,Website,2,126.28,frequent_recent
2024-12-04,ORD-101476,CUS-0099,Everyday Set,Core,New Territories,Marketplace,3,344.21,steady_repeat
2024-12-04,ORD-102776,CUS-0310,Everyday Set,Core,New Territories,Website,2,122.89,cooling
2024-12-05,ORD-100318,CUS-0020,Refill Pack,Consumables,New Territories,Website,1,58.42,frequent_recent
2024-12-05,ORD-101334,CUS-0088,Premium Set,Premium,Kowloon,Mobile App,2,433.79,steady_repeat
2024-12-06,ORD-100849,CUS-0050,Everyday Set,Core,Hong Kong,Mobile App,2,317.69,frequent_recent
2024-12-06,ORD-101508,CUS-0102,Premium Set,Premium,Kowloon,Website,1,191.23,steady_repeat
2024-12-06,ORD-102302,CUS-0227,Everyday Set,Core,Kowloon,Website,4,494.85,lapsed_high_value
2024-12-06,ORD-102462,CUS-0240,Everyday Set,Core,Kowloon,Website,3,448.82,lapsed_high_value
2024-12-07,ORD-100288,CUS-0018,Starter Kit,Starter,International,Website,1,83.98,frequent_recent
2024-12-07,ORD-100642,CUS-0038,Everyday Set,Core,New Territories,Website,2,349.43,frequent_recent
2024-12-07,ORD-100715,CUS-0042,Starter Kit,Starter,New Territories,Marketplace,3,224.65,frequent_recent
2024-12-07,ORD-101273,CUS-0083,Refill Pack,Consumables,New Territories,Website,2,76.34,steady_repeat
2024-12-07,ORD-102744,CUS-0305,Starter Kit,Starter,Hong Kong,Mobile App,2,85.02,cooling
2024-12-07,ORD-102782,CUS-0311,Premium Set,Premium,Hong Kong,Marketplace,2,276.34,cooling
2024-12-07,ORD-102860,CUS-0325,Refill Pack,Consumables,Hong Kong,Website,3,79.0,cooling
2024-12-07,RET-100091,CUS-0006,Starter Kit,Starter,Hong Kong,Return,-1,-82.74,frequent_recent
2024-12-08,ORD-100269,CUS-0017,Starter Kit,Starter,Kowloon,Marketplace,2,169.66,frequent_recent
2024-12-08,ORD-101089,CUS-0069,Starter Kit,Starter,Kowloon,Mobile App,4,275.05,steady_repeat
2024-12-08,ORD-101115,CUS-0071,Refill Pack,Consumables,Kowloon,Website,3,123.38,steady_repeat
2024-12-08,ORD-102041,CUS-0206,Everyday Set,Core,New Territories,Marketplace,2,250.11,lapsed_high_value
2024-12-08,ORD-102203,CUS-0219,Everyday Set,Core,New Territories,Marketplace,4,484.74,lapsed_high_value
2024-12-08,ORD-102214,CUS-0220,Starter Kit,Starter,Kowloon,Website,1,75.65,lapsed_high_value
2024-12-08,RET-102040,CUS-0206,Everyday Set,Core,New Territories,Return,-1,-134.2,lapsed_high_value
2024-12-09,ORD-100257,CUS-0016,Premium Set,Premium,New Territories,Website,2,464.08,frequent_recent
2024-12-09,ORD-101116,CUS-0071,Starter Kit,Starter,Kowloon,Website,3,151.63,steady_repeat
2024-12-09,ORD-102015,CUS-0204,Starter Kit,Starter,Kowloon,Website,2,118.67,lapsed_high_value
2024-12-09,ORD-102105,CUS-0212,Refill Pack,Consumables,Kowloon,Website,3,130.94,lapsed_high_value
2024-12-09,ORD-102651,CUS-0277,Everyday Set,Core,Kowloon,Website,2,92.38,inactive_low_value
2024-12-09,ORD-102682,CUS-0293,Refill Pack,Consumables,Hong Kong,Marketplace,1,19.69,inactive_low_value
2024-12-10,ORD-100110,CUS-0007,Starter Kit,Starter,New Territories,Mobile App,4,251.77,frequent_recent
2024-12-10,ORD-101261,CUS-0082,Starter Kit,Starter,Hong Kong,Marketplace,2,86.9,steady_repeat
2024-12-10,ORD-101424,CUS-0095,Everyday Set,Core,Hong Kong,Website,3,306.23,steady_repeat
2024-12-10,ORD-102383,CUS-0233,Premium Set,Premium,New Territories,Marketplace,1,324.95,lapsed_high_value
2024-12-10,ORD-102420,CUS-0236,Everyday Set,Core,New Territories,Website,4,544.21,lapsed_high_value
2024-12-10,ORD-102502,CUS-0243,Everyday Set,Core,Kowloon,Website,2,265.49,lapsed_high_value
2024-12-10,ORD-102675,CUS-0290,Everyday Set,Core,International,Marketplace,1,71.55,inactive_low_value
2024-12-11,ORD-100002,CUS-0001,Everyday Set,Core,Hong Kong,Website,3,461.1,frequent_recent
2024-12-11,ORD-100485,CUS-0029,Premium Set,Premium,Hong Kong,Website,1,208.3,frequent_recent
2024-12-11,ORD-102042,CUS-0206,Refill Pack,Consumables,New Territories,Website,3,101.87,lapsed_high_value
2024-12-11,ORD-102084,CUS-0210,Premium Set,Premium,Kowloon,Website,2,676.12,lapsed_high_value
2024-12-12,ORD-100393,CUS-0024,Everyday Set,Core,Hong Kong,Marketplace,3,364.47,frequent_recent
2024-12-12,ORD-100502,CUS-0030,Premium Set,Premium,Hong Kong,Marketplace,4,920.94,frequent_recent
2024-12-12,ORD-100542,CUS-0032,Starter Kit,Starter,Kowloon,Website,1,77.82,frequent_recent
2024-12-12,ORD-100699,CUS-0041,Everyday Set,Core,Kowloon,Mobile App,4,635.81,frequent_recent
2024-12-12,ORD-102234,CUS-0222,Starter Kit,Starter,Hong Kong,Marketplace,4,208.91,lapsed_high_value
2024-12-12,ORD-102343,CUS-0230,Starter Kit,Starter,Kowloon,Website,4,246.26,lapsed_high_value
2024-12-12,ORD-102344,CUS-0230,Everyday Set,Core,Kowloon,Marketplace,1,121.15,lapsed_high_value
2024-12-13,ORD-100319,CUS-0020,Everyday Set,Core,New Territories,Website,3,518.9,frequent_recent
2024-12-13,ORD-100754,CUS-0044,Everyday Set,Core,Hong Kong,Mobile App,2,242.16,frequent_recent
2024-12-13,ORD-101221,CUS-0079,Starter Kit,Starter,New Territories,Website,4,214.27,steady_repeat
2024-12-13,ORD-102852,CUS-0324,Premium Set,Premium,Kowloon,Marketplace,2,309.23,cooling
2024-12-14,ORD-100407,CUS-0025,Everyday Set,Core,New Territories,Website,2,259.1,frequent_recent
2024-12-14,ORD-100434,CUS-0026,Refill Pack,Consumables,Hong Kong,Website,1,40.45,frequent_recent
2024-12-14,ORD-100755,CUS-0044,Refill Pack,Consumables,Hong Kong,Website,4,191.45,frequent_recent
2024-12-14,ORD-100945,CUS-0057,Everyday Set,Core,Hong Kong,Marketplace,2,248.7,steady_repeat
2024-12-14,ORD-101076,CUS-0068,Premium Set,Premium,Kowloon,Mobile App,1,199.43,steady_repeat
2024-12-14,ORD-101194,CUS-0077,Starter Kit,Starter,Kowloon,Mobile App,1,51.64,steady_repeat
2024-12-14,ORD-101599,CUS-0109,Refill Pack,Consumables,Hong Kong,Website,3,128.76,steady_repeat
